SMILES1,SMILES2,cocrystallization
c1cccc(O)c1C(O)=O,C(c1cccc(C)c1)(O)=O,0
c1ccc(C(=O)O)cn1,c1ccc(C(=O)N)c(C)c1,0
c1cc(C(=O)O)ccc1O,c1ccc(N)c(N)n1,1
C1(C)(C)C(C(=O)O)N2C(=O)C(N)C2S1,c1c(N)ccc(C(=O)O)c1,0
O=C(CCCCCCC)O,C(=O)(N)c1c(OC)cccc1,0
c1(N)ncnc2n(C)cnc12,Oc1c(C(=O)O)cccc1,1
C(C(=O)O)C(=O)O,Nc1nc2c(s1)cccc2,1
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,c1cc(O)ccc1CCN,1
c1cccc([N+]([O-])=O)c1C(O)=O,CCN(C(=O)N)CC,1
Cc1n(C(c2ccc(Cl)cc2)=O)c2c(c1CC(O)=O)cc(OC)cc2,OC(=O)CCC(=O)O,0
c1c(OC)ccc2n(C(c3ccc(Cl)cc3)=O)c(C)c(CC(=O)O)c12,O=C(O)CN,0
Nc1ccc(C(O)=O)cc1,c1(F)cncnc1C(C(Cn1cncn1)(c1ccc(F)cc1F)O)C,1
c1(C(O)=O)ccc(O)c(O)c1,n1nc(S(=O)(=O)N)sc1NC(C)=O,0
c1nccnc1,c1c(NC(=O)C)ccc(O)c1,0
O(CC)C(=O)c1ccc(N)cc1,c1([N+]([O-])=O)c(O)c([N+]([O-])=O)cc([N+](=O)[O-])c1,1
c1c(C)ccc(C(O)=O)c1,O=C(O)C(O)CC(O)=O,0
c1cc(C)nc(N)n1,C(c1c(Cl)cccc1)(=O)O,1
O=C(C(C(C(=O)O)O)O)O,n1(CC)cc(C(=O)O)c(=O)c2ccc(C)nc12,0
OC(C(C(C)C(=O)O)C)=O,C(O)(=O)CCCCCCCC(O)=O,0
c1c(NC(=O)C(CS(c2ccc(F)cc2)(=O)=O)(O)C)cc(C(F)(F)F)c(C#N)c1,c1ncc(O)cc1,0
C12CCC3(C)C(O)CCC3C1CCc1cc(O)ccc12,c1ccc2cc(C(=O)O)c(O)cc2c1,0
O=c1c2c(nc[nH]2)n(C)c(=O)n1C,C(C=CC)=CC(=O)O,1
N#Cc1cccc(O)c1,C(c1ccc(C#N)cc1)#N,0
O=C(N1c2ccccc2C=Cc2c1cccc2)N,c1(-c2ccc(C(C)C(O)=O)cc2F)ccccc1,0
C(C(N)=O)N1CCCC1=O,C1CCC(C(=O)O)N1,0
c1c(Cl)c(C(O)=O)cc([N+]([O-])=O)c1,O=S(Nc1nc(C)cc(C)n1)(=O)c1ccc(N)cc1,1
Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+]([O-])=O,c1c(C2=CC(c3ccccc3)=NN=C(c3ccccc3)C2)cccc1,1
C(O)(=O)CCCCCCCC(=O)O,C(C(O)=O)CCCCC(=O)O,0
Nc1cc[nH]c(=O)n1,c1(=O)[nH]c(N)nc(-c2ccccc2)c1,1
OC(c1c(O)c(Cl)cc(Cl)c1)=O,n1c(C)c(C)nc(C)c1C,1
C(O)(CC(=O)O)=O,N1CCNCC1,1
C(O)C(O)C1C(=O)C(O)=C(O)O1,c1cc2c(cc1)S(=O)(=O)N(C)C(=C(Nc1sc(C)cn1)O)C2=O,0
S=C(N)c1cc(CC)ncc1,C1(=O)C(O)=C(O)OC1C(CO)O,0
c1cccc(C(=O)O)c1,c1ncc(C(N)=O)nc1,0
NC(C1=Cc2c(cccc2)Nc2ccccc21)=O,O=C(N)c1ncccc1,0
OC(=O)c1ccc(C(=O)O)cc1,c1cc2nc(N)sc2cc1Br,1
Cn1c2c(=O)n(C)c(=O)n(C)c2nc1,OC(=O)C(O)C,0
O=C(CCCC(O)=O)O,c1c(NC(=O)c2ccncc2)nccc1,1
C(C(=O)O)C(O)C(O)=O,c1c(C(=O)O)ccc([N+]([O-])=O)c1,0
n1(CC)c(Br)nc2c(N)ncnc12,c1cccc(C2(CC)C(=O)NC(=O)NC2=O)c1,1
c1(N)cc(C(N)=O)ccc1,Cn1c2ncn(C)c2c(=O)n(C)c1=O,0
c1ccc2ccc3c4c(ccc1c42)c(Cn1ccnc1)cc3,[O-][N+](c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1)=O,1
C(O)(C=CC(O)=O)=O,[nH]1ccsc1=N,1
Brc1c2ccccc2ccc1,O=[N+](c1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1)[O-],1
C(#N)c1cnccc1,c1ccncc1O,0
c1(C)cccc(Nc2ccccc2C(=O)O)c1C,n1ccc(CCCc2ccncc2)cc1,1
O=C(O)CCSCCC(O)=O,c1(C(=O)O)cccc(OC)c1,0
[nH]1c(=O)c(F)c[nH]c1=O,O=C(c1cc(O)cc(O)c1)O,1
CN(C)c1ccncc1,c1cccc(C(O)=O)c1O,1
C(C(=O)O)CCCCCC(=O)O,OC(=O)CCCCCCCCCCCCCCCCC,0
c12c(cccc1)C(=O)NC2=O,c1ccccc1Nc1ccccc1,1
C(C=CC(=O)O)(O)=O,c1c(Cl)ccc2c1N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1
OC(CCCCCCC(O)=O)=O,O=C(O)CCCCCCCCC(O)=O,0
c1(I)cc(I)cc(C(O)=O)c1O,c1(-c2ccncc2)ccncc1,1
C(C1C(O)=C(O)C(=O)O1)(CO)O,Fc1ccccc1C(O)=O,0
C(O)(CCCCCCC(O)=O)=O,c1nccc(CCc2ccncc2)c1,1
CC(Cn1c2c(c3ccccc31)cccc2)C,c1([N+](=O)[O-])cc(C(O)=O)cc([N+]([O-])=O)c1,1
OC(c1ccc(N)cc1)=O,c1c(C(=O)O)ccc(C#N)c1,1
c1c2c(ccc1)S(=O)(=O)N(C)C(=C(Nc1ncccc1)O)C2=O,c1(O)ccc(CCC(=O)O)cc1,0
[N+](c1cc(C(O)=O)cc([N+](=O)[O-])c1)([O-])=O,c1cc(C(O)=O)cc([N+]([O-])=O)c1,0
c1c([N+](=O)[O-])c(N)ccc1,c1c2c(ccc1O)cccc2,0
Cc1c(C)[n+](C(C)C)cn1C(C)C,C(c1ccccc1)(=O)O,1
C(C=CC(O)=O)(=O)O,c1c(N2CCN(C)CC2)c2c(cccc2)cc1,1
C1(=O)CCCC(=O)N1,c1ccc(C(O)=O)cc1,0
O=C(CCC(=O)O)O,C1CN2c3c(cccc3)C34CCN5C3CC3C(C42)C1OCC=C3C5,1
c1cnccc1C=Cc1ccncc1,c1ccc(O)cc1C(=O)O,1
Cc1[nH]ccn1,OC(=O)CC(O)=O,1
Fc1c(F)c(I)c(F)c(F)c1O,C(c1ccncc1)#N,1
C(C(C1C(O)=C(O)C(=O)O1)O)O,c1(O)ccc(NC(C)=O)cc1,0
[nH]1c(=O)cccc1C,n1nc(NC(C)=O)sc1S(N)(=O)=O,1
n1ccn(Cc2ccccc2)c1-c1n(Cc2ccccc2)ccn1,C(CC(O)=O)CCC(O)=O,0
C(=CC=CC)C(=O)O,C(Cc1c2c(ccc(OC)c2)n(C(c2ccc(Cl)cc2)=O)c1C)(O)=O,0
c1cc(C=NO)c2c(n1)cccc2,c1(C(=O)O)ccccc1O,1
OS(=O)(=O)c1ccc(C)cc1,n1(C(c2ccc(Cl)cc2)=O)c2c(c(CC(O)=O)c1C)cc(OC)cc2,0
c1cc(C)c(C(=O)N)cc1,Cn1c2c(n(C)cn2)c(=O)n(C)c1=O,0
C(C(O)=O)(O)=O,C1CNCCN1,1
C(CCCCCCC(=O)O)CC(=O)O,OC(=O)CCCCCCCC(=O)O,0
c1ccc(C(=O)O)cc1,c1(N)ccc(C(=O)O)cc1,0
OC(c1cccc(F)c1)=O,c1ccc2c(c1)cc1c(cccc1)n2,1
O=C(O)C(=O)C,n1ccnc(C(N)=O)c1,0
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)O,c1nc(N)c(Br)cc1Br,1
c1ccc(O)c(C(O)=O)c1O,c1cc2c(nc3ccccc3n2)cc1,1
C(O)(c1ccccc1O)=O,c1cc(F)c(C(=O)O)cc1,0
Fc1cc(C(C(=O)O)C)ccc1-c1ccccc1,[nH]1cnc2n(C)c(=O)n(C)c(=O)c12,0
Nc1nc2ccc([N+](=O)[O-])cc2s1,O=Cc1ccc(N(C)C)cc1,1
c12n(C)cnc1n(C)c(=O)n(C)c2=O,C(CCCCCCCCCCCCCCCCN)C,0
c1c(Cl)cc(Cl)cc1,c1ccc2ccccc2c1,0
Oc1ccc(Cl)cc1C(O)=O,c1(C)ccc2ccccc2n1,1
c1c(O)c(C(O)=O)ccc1N,c1(C(=O)Nc2sc([N+]([O-])=O)cn2)ccccc1OC(C)=O,1
c1cc(O)ccc1Br,c12c(ccc(O)c1)C1CCC3(C)C(CCC3O)C1CC2,0
C(c1ccccc1C(O)=O)(O)=O,c1cc(N)cc(O)c1,1
C1(=O)C(O)=C(O)C(=O)C(O)=C1O,c1cnccc1-c1ccncc1,1
c1(N)sc2c(ccc(OC(F)(F)F)c2)n1,c1ccn[nH]1,0
c1c(N2CCN(C(C)=O)CC2)ccc(OCC2OC(Cn3ccnc3)(c3c(Cl)cc(Cl)cc3)OC2)c1,C(O)(=O)C=CC(=O)O,1
Fc1ccccc1C(O)=O,OC1=C(O)C(=O)OC1C(O)CO,0
[N+]12(CCCC1)CCCC2,O=[N+](c1c(O)c([N+]([O-])=O)cc([N+](=O)[O-])c1)[O-],1
O(CCN)CCOCCN,O=C(O)CCCCC(=O)O,1
O=C(O)C(O)=O,N(C)(CC(C1(O)CCCCC1)c1ccc(OC)cc1)C,1
n1cccc(C(O)=O)c1,OC(c1cc(F)ccc1)=O,0
c1([N+](=O)[O-])ccccc1O,c12cccc(N)c1cccc2,0
c1ccc(Cn2c3ncc(OC)cc3c(CN3CCCCC3)c2)cc1,O=C(C(O)=O)O,1
c1cc2c(cc1)S(=O)(=O)N(C)C(C(=O)Nc1ccccn1)=C2O,C(C(C(C(=O)O)O)O)(O)=O,0
c1(=O)c2c(ncn2C)n(C)c(=O)n1C,C(=O)(N)N1c2c(cccc2)C=Cc2ccccc21,0
C(C)N(C(C(=Cc1cc([N+](=O)[O-])c(O)c(O)c1)C#N)=O)CC,c1cc(C(=O)N)ccn1,1
c1cnccc1CCc1ccncc1,c1(O)ccc(C(O)=O)cc1O,1
c1(O)ccc(C=Cc2cc(O)cc(O)c2)cc1,NC(c1cnccc1)=O,1
O=C1c2ccccc2S(=O)(=O)N1,c1c(NC(=O)C)ccc(O)c1,0
C(O)(CC(O)=O)C(=O)O,c1(-c2ccncc2)ccncc1,1
c1(NC(C2=C(O)c3c(cccc3)S(=O)(=O)N2C)=O)ncccc1,c1(Cl)cc(C(O)=O)ccc1,1
OC(Cc1c(C)n(C(c2ccc(Cl)cc2)=O)c2c1cc(OC)cc2)=O,c1(C)ccc(S(O)(=O)=O)cc1,0
C(c1ccncc1)(=CC(c1ccccc1)=O)O,c1ccccc1C(=O)O,1
c1c(O)ccc(C(N)=O)c1,c1cccc(C(=O)N)c1,0
c1cc2c(cc1)-c1c(cccc1)C2,c1c2c3c(cccc3cc1)CC2,0
c1cc(C(=O)O)ccc1O,c1(F)c(=O)[nH]c(=O)[nH]c1,1
c1c(C(=O)O)ccc(N)c1,c1ccc(N)nc1,1
COc1c(O)ccc(C(=O)O)c1,C(C)(Cc1nc(Nc2ccccc2)sn1)O,1
c1c(C(O)=O)cc(C)c(C)c1,c1c(N)cc(N)cc1C(O)=O,0
c1ccc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)nc1,C(=Cc1ccccc1)C(=O)O,0
O=C(C(O)C(O)C(=O)O)O,N(CC)CC,1
c1(F)ccccc1C(=O)O,Oc1ccc(O)cc1,0
c1nc(CC)cc(C(=S)N)c1,c1(C(O)=O)cccnc1,0
Cc1ccc(S(NCC(=O)O)(=O)=O)cc1,n1ccc(-c2ccncc2)cc1,1
c1(=O)n(C)c(=O)n(C)c2ncn(C)c12,O=C(C)O,0
C(O)(C(Cl)Cl)=O,c1(C)ccc(C(=O)O)cc1,0
c1ccc(N)nc1N,[N+](c1c(C(O)=O)cccc1)(=O)[O-],1
O=[N+](c1c(O)c([N+]([O-])=O)cc([N+](=O)[O-])c1)[O-],C(N(CC)c1cc(O)c(C=Nc2c3c(cccn3)ccc2)cc1)C,1
c1cc(C(=O)O)c(C(O)=O)cc1,COc1cc(C)nc(N)n1,1
C1N(c2c(OC)cccc2)CCNC1,c1(C(=O)O)c(C)cccc1,1
C(C(=O)O)CCCCCCCC(=O)O,c1c(Br)nc(Br)c(N)n1,0
OC(c1ccc(N)cc1)=O,n1(C)c2c(nc1)n(C)c(=O)n(C)c2=O,0
c1n(C)c2c(=O)n(C)c(=O)n(C)c2n1,OC(=O)CN1C(=O)c2c(cccc2)C1=O,1
c1(N)ccccc1N,c1(N)cc(N)ccc1,0
C(O)(CC(=O)O)=O,c1(=N)sc2c(ccc(Br)c2)[nH]1,1
c1c(O)ccc(C=C(C#N)C#N)c1,OC(C1CCCN1)=O,1
c1(Cn2ccnc2-c2[nH]ccn2)cnccc1,O=C(O)CCCCC(=O)O,1
c1cccc2c1C(=O)c1c-2cccc1,c12c(cccc1)C(C#CC1(O)c3c(cccc3)-c3c1cccc3)(O)c1ccccc1-2,1
NS(=O)(c1sc(NC(=O)C)nn1)=O,C(C(O)=O)CCN,0
c12n(CC)cc(C(=O)O)c(=O)c1ccc(C)n2,c1cc(C(O)=O)ccc1,0
C(c1ccncc1)CCc1ccncc1,c1c(C(O)=O)ccc(C(=O)O)c1O,1
c1(N)c(N)cccc1,O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+]([O-])=O)c1,1
COc1cc(OC)nc(N)n1,c1(N)ccccc1C(=O)O,1
c1cc(C(N)=O)ccc1O,O=C(CC(C(=O)O)=CC(O)=O)O,0
NC(CCC(N)=O)C(O)=O,c1(S(=O)(=O)N)c(Cl)cc(NCc2occc2)c(C(=O)O)c1,0
c1ccc(-c2c(F)cc(C(C)C(O)=O)cc2)cc1,c1(=O)n(C)c2nc[nH]c2c(=O)n1C,0
C(CCCC(=O)O)CCCCC(O)=O,OC(CCCCC(=O)O)=O,0
n1cnc2c([nH]cn2)c1N,CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12,0
Clc1ccc(C(=O)N)cc1,[N+](=O)(c1cc(C(=O)O)cc([N+]([O-])=O)c1)[O-],1
CN1S(=O)(=O)c2ccccc2C(=O)C1=C(Nc1ccccn1)O,C(Cc1ccc(O)cc1)C(=O)O,0
C(c1cc(O)ccc1O)(O)=O,c1c[nH]c(=O)nc1N,1
Fc1cc(C(=O)N)ccc1,C(=O)(CCCCCCC)O,0
c1cc(Cl)ccc1C(n1c(C)c(CC(=O)O)c2cc(OC)ccc21)=O,C(CCC(O)=O)(O)=O,0
[N+]([O-])(=O)c1cc([N+]([O-])=O)c(O)c([N+](=O)[O-])c1,c1cc(N)c(I)cc1,1
c1(N)ccc(OC)cc1,c1c(O)ccc(O)c1,1
c1c(N)ccc(C(N)=O)c1,O=C(Nc1sc(S(=O)(=O)N)nn1)C,0
C1Oc2c(cccc2)OCCN(CC=C)CCOc2ccccc2OCCN(CC=C)C1,c1c(C(=O)O)ccc(C(O)=O)c1,1
C(O)(CC(=O)O)=O,c1c2c(ccc1)nc1ccccc1n2,1
C(c1c(O)ccc(O)c1)(=O)O,c1cc(O)ccc1NC(=O)C,0
Cc1c(C)cc(C)c(C)c1,c1ccccc1Cc1ccccc1,0
c12c(c(=O)n(C)c(=O)n1C)n(C)cn2,COc1ccc(C(O)=O)cc1,0
c12ccc(O)cc1oc(-c1ccc(O)c(O)c1)c(O)c2=O,n1cc(C(=O)N)ccc1,1
OC(C(O)C(O)C(=O)O)=O,C1NCCNC1,1
O(c1ccccc1C(N)=O)C,OC(=O)CC(O)C(=O)O,0
c1c2c(CC(=O)O)c[nH]c2ccc1,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
c1(N)ccc(Br)cn1,O=C(c1ccccc1C(O)=O)O,1
c1cccc(C(O)=O)c1O,c1(C(O)=O)ccc(C)cc1,0
c1(C)cccc(C)n1,[O-][N+](=O)c1cc([N+]([O-])=O)c(O)c([N+]([O-])=O)c1,1
C(CCC(O)=O)CCCCCC(=O)O,c1cnccc1CCc1ccncc1,1
c12c(c(=O)c(C(O)=O)cn1CC)ccc(C)n2,Oc1ccccc1O,1
c1cccc2c1Cc1c-2cccc1,c1c2c3c(cccc3cc1)CC2,0
c1c(N)ccc2ccccc12,[O-][N+](=O)c1c(O)cccc1,0
Oc1ccc(C#N)cc1,c1cccc2cccc(C#N)c12,0
c1cc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2cc1OC,NCCCCC(C(O)=O)N,0
C1C(=O)OCc2c1cccc2,N(C(C)=O)c1ccc(O)cc1,0
OC(=O)C(C(O)C(O)=O)O,c1(Cl)ccc(C(=O)n2c3c(c(CC(=O)O)c2C)cc(OC)cc3)cc1,0
c1cc2c(nc1C)c1nc(C)ccc1cc2,c1ccc(O)cc1O,1
c1([N+](=O)[O-])c(C(=O)N)cccc1,O=C(CC(=CC(O)=O)C(O)=O)O,0
c1ncc(C(NCCCCCCNC(=O)c2cnccc2)=O)cc1,C(CCCCCCC(O)=O)CC(O)=O,1
C(#Cc1cc([N+]([O-])=O)ccc1)I,n1ccc(C=Cc2ccncc2)cc1,1
O(c1ccc2c(c(CC(O)=O)c(C)n2C(c2ccc(Cl)cc2)=O)c1)C,C(C(Cc1ccccc1)NC(C(NCCC(C)(C)C)CC(=O)O)=O)(OC)=O,0
OC(C(O)C(O)C(O)=O)=O,c1cc(O)cnc1,1
C(c1ccc(O)cc1)(N)=O,c1c(C#N)cc(C(=O)O)cc1,1
C(N)(CCC(O)=O)C(=O)O,O=C(c1ccc(C)cc1)O,0
C(C(O)=O)CCC(=O)O,Nc1cccc(N)n1,1
O(c1cc2sc(N)nc2cc1)C(F)(F)F,OC(CC(C(=O)O)O)=O,0
c1(N)cnccn1,c1c([N+](=O)[O-])cccc1C(O)=O,1
C(=O)(O)CCC(O)=O,N(c1ccc(O)cc1)C(=O)C,0
c1cc(O)cc(O)c1,c1(C)c(=O)[nH]c(=O)[nH]c1,1
c1(C(O)=O)c(O)cccc1,O=C(O)CCCCCCC,0
c1(O)ccc([N+]([O-])=O)cc1,c1cccc(C(O)=O)c1,0
C(c1ccccc1)CC(O)=O,c1cncc(C(=O)N)n1,0
O=C(C(CC)N1C(=O)CCC1)N,O=C(O)CCC(C(=O)O)=O,1
O=C(O)C(c1ccc(CC(C)C)cc1)C,OC(C(Cc1c[nH]cn1)N)=O,0
OC(=O)c1cnccc1,c1(C)cnc(N)cc1,1
OC(CCCCCC(O)=O)=O,O=C(c1nccnc1)N,1
OC(C=CC(O)=O)=O,NC(c1c(C)cccc1)=O,0
C(N)(c1cccnc1)=O,C(C(c1cccc(C(=O)c2ccccc2)c1)C)(=O)O,0
OC(c1cc(C)ccc1)=O,C(C(=O)O)(=CC(=O)O)CC(=O)O,0
c1nccn1C(c1c(Cl)cccc1)(c1ccccc1)c1ccccc1,c1(O)cc(C(=O)O)c(O)cc1,1
Oc1ccccc1C(O)=O,c1(C(=O)O)ccc(N)cc1,0
NC(=O)c1cccc(OC)c1,Cn1c2ncn(C)c2c(=O)n(C)c1=O,0
C(O)(=O)C(O)C(C(O)=O)O,c1cccc(-c2ccc(C(C(=O)O)C)cc2F)c1,0
o1cc(-c2ccc(O)cc2)c(=O)c2c1cc(O)cc2O,c1cnccc1C(N)=O,1
c1c2ccccc2ccc1,c1(C)ccc2c(cccc2)c1,0
O=C(Nc1c(C)cccc1C)CN(CC)CC,c1cc(C)cc(O)c1C(C)C,0
OC(C(C(O)C(=O)O)O)=O,n1c(C)cc(C)nc1NS(=O)(=O)c1ccc(N)cc1,0
[nH]1cccn1,s1c2c(nc1N)ccc(OC(F)(F)F)c2,0
Oc1ccccc1C(O)=O,O=C1CNC(=O)CN1,1
n1c2ccc(OC(F)(F)F)cc2sc1N,Oc1c(O)cc(C=CC(=O)O)cc1,0
c1ccc(C(O)=O)cc1,Nc1nc(-c2ccc(C)cc2)nc(N)n1,1
CN(C)CC1CCCCC1(O)c1cc(OC)ccc1,c1ccc(C(=O)O)c(Cl)c1,1
c1ccc2c(c1)C=Cc1c(cccc1)N2C(=O)N,C(Cc1ccc(C(C)C(O)=O)cc1)(C)C,0
c1(O)ccc(O)cc1,c1(C(=O)O)cccc([N+](=O)[O-])c1,0
c1cncc(C(=O)N)n1,O=C(O)C(=O)O,1
c1cccc(C(O)=O)c1F,c1cc(O)ccc1O,0
c1c(C(c2ccccc2)=O)cccc1C(C(=O)O)C,OC(=O)C(N)Cc1c[nH]cn1,0
O=C(O)CC(O)C(=O)O,Oc1ccc(C)nc1,1
N#Cc1c2ccccc2ccc1,O=C(Nc1cc(C(F)(F)F)c(C#N)cc1)C(C)(CS(c1ccc(F)cc1)(=O)=O)O,0
c1cc(OC)cc(C(O)=O)c1,Oc1ccc(O)cc1,0
c1(C(C)C(O)=O)ccc(-c2ccccc2)c(F)c1,C1(O)=C(O)OC(C(O)CO)C1=O,0
OC(=O)C=CC(O)=O,c1c(N)cccc1,1
c1ccc(C(=O)C(F)(C2(O)C(=O)N(C)c3c(Br)cc(Br)cc32)F)cc1,C(=O)(O)c1ccccc1,1
n1ccc(-c2ccncc2)cc1,Oc1cc(O)cc(C)c1,1
c1cnccc1N(C)C,O=C(O)c1ccccc1C(=O)O,1
C1(=O)N(NC(c2ccncc2)=O)C(=O)c2c3c4c(cc2)C(=O)N(NC(c2ccncc2)=O)C(=O)c4ccc31,c12cccc3c1c1c(cccc1cc3)cc2,1
c1(C)c(CC(=O)O)c2c(n1C(c1ccc(Cl)cc1)=O)ccc(OC)c2,O=C(O)CO,0
c1c2cc(O)c(C(O)=O)cc2ccc1,C1C2=CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CCC1O,0
c1(OC)ccc2c(c(CCNC(=O)C)ccc2)c1,C(C(O)=O)(C)=O,1
c1nccc(C(=O)N)c1,c1(CC(O)C(O)=O)ccccc1,1
Oc1c([N+](=O)[O-])cc([N+]([O-])=O)cc1[N+]([O-])=O,c1nc[nH]n1,1
C(C(=O)O)C(O)=O,c1cc(N)nc(N)c1,1
O=C(N)c1c(OCC)cccc1,c1cc(C(O)=O)cc(O)c1,0
NC(N)=O,C(=O)(c1cccc(N)c1)N,0
C(C(O)C(=O)O)(C(=O)O)O,C(C(c1ccc(O)c(O)c1)O)NC,1
C(C1(O)CCCCC1)(CN(C)C)c1ccc(OC)cc1,c1(C=CC(=O)O)ccc(O)c(OC)c1,1
c1([N+](=O)[O-])cc([N+]([O-])=O)cc([N+]([O-])=O)c1O,n1c(-n2cnnc2)nc[nH]1,1
c1cc2c3c(c1)c1cccc4c1c(ccc4)c3ccc2,c1c2c3c4c5c(ccc4c4ccc6c(c(c1)C(=O)N(C1CCCCC1)C6=O)c24)C(=O)N(C1CCCCC1)C(=O)c5cc3,1
C(C)CCCCCCCCCCCCCCCC(O)=O,COc1cc2c(CC(=O)O)c(C)n(C(c3ccc(Cl)cc3)=O)c2cc1,0
c1c(-c2ccccc2)ccnc1,FC(F)(F)c1cc(NC(C(C)(O)CS(c2ccc(F)cc2)(=O)=O)=O)ccc1C#N,0
n1o[n+]([O-])c2cc(I)c(C)cc12,c1c2cccc3ccc4cccc(c1)c4c23,1
Nc1ccc(C(O)=O)cc1,OCCN(CC)CC,1
C(O)(=O)c1c(O)cc(N)cc1,n1ccc(C(=O)N)cc1,1
NC(=O)c1ccncc1,O=C(O)c1ccc(S(=O)(N)=O)cc1,1
c1cc(Nc2ncccc2)cc(Nc2ccccn2)c1,C(CCCCCCCC(O)=O)C(O)=O,1
N1(C(=O)C2CCC(=O)N2)CCCCC1,O=C(C(C(C(=O)O)O)O)O,1
c1cccc(C(O)=O)c1,N(c1nnc(S(=O)(=O)N)s1)C(=O)C,0
c1cccc(C(Nc2cnccc2)=O)c1,c1ccc(C(O)=O)cc1,1
c1cc(C(=O)N)cnc1,c1ccccc1C=CC(O)=O,1
c1cccc(Br)c1,Oc1ccc2c(c1)CCC1C2CCC2(C)C(O)CCC12,0
c1c(C(O)=O)cc(C(O)=O)cc1,O=C(C1CCCCC1)N1CC(=O)N2CCc3c(cccc3)C2C1,0
n1c(C(N)=O)cncc1,OC(C(O)=O)C(C(C(C(O)=O)O)O)O,0
OC(=O)C(=O)O,C(CCCOc1ccc(Cl)cc1)CCN1CCC(C)CC1,1
C1(C)C(=O)OC(C)C(=O)O1,c1c(NC(C)=O)ccc(O)c1,0
c1(C=NO)c2c(ncc1)cccc2,c1c(C(O)=O)c(O)ccc1,1
c1cc(N=Nc2ncccc2)ncc1,OC(C=CC(O)=O)=O,1
O=C(O)c1ccccc1O,c1(O)ccc(C(O)=O)cc1,0
c1(C(N)=O)ccccc1,c1c(C(=O)N)cc(OC)cc1,0
C(CCCC(O)=O)(O)=O,O=C(O)c1ccccc1,0
c1c(O)ccc(C2(c3ccc(O)cc3)CCC(c3ccc(O)cc3)(c3ccc(O)cc3)CC2)c1,c1ccc(O)cc1,1
c12ccc3c4c(ccc3)ccc(ccc1)c24,Brc1c(F)c(Br)c(F)c(Br)c1F,1
C(CCCCCCCCC(=O)O)(O)=O,C(CC(CC(=O)O)C)CC(=O)O,0
c1nc2c(NCc3ccccc3)ncnc2[nH]1,O=C(CC(CC(=O)O)(O)C(=O)O)O,1
c1c(C=Cc2ncccc2)nccc1,C(C=CC(=O)O)(O)=O,1
c1(-c2c(N)nc(N)nn2)c(Cl)c(Cl)ccc1,C1(c2ccccc2)(CC)C(=O)NC(=O)NC1=O,1
c1c(C(=O)O)cc(O)cc1O,c1ccc2c([nH]cn2)c1,1
N(c1ccccc1)c1ccccc1,c1c(O)c2ccccc2cc1,0
O(c1ccccc1C(=O)O)C(=O)C,N12C(C(NC(=O)C(c3ccccc3)N)C1=O)SC(C)(C)C2C(=O)O,0
O=[N+](c1ccc([N+]([O-])=O)cc1)[O-],Cc1ccc(N)cc1,0
c1cc(C(=O)N)cc(C)c1,Cn1c(=O)n(C)c(=O)c2n(C)cnc12,0
c1c(CCN)c2c(cccc2)[nH]1,c1cccc(C(=O)O)c1,1
[O-][N+](c1cccc(C(=O)N)c1)=O,C(O)(C=C(C(O)=O)CC(=O)O)=O,0
C(C(=O)O)C(O)=O,n1c2ccccc2n(Cc2cccc(Cn3cnc4c3cccc4)c2)c1,1
c1(C)n(C(c2ccc(Cl)cc2)=O)c2ccc(OC)cc2c1CC(O)=O,C(O)(C(N)CC(C)C)=O,0
c1(O)ccc(O)cc1,c1(N)ccc(Cc2ccc(N)cc2)cc1,1
C(C=CC(O)=O)(O)=O,O=C1N(C)c2c(cc(Cl)cc2)C(c2ccc(O)cc2)=NC1Cc1ccc2ccccc2c1,1
c1[nH]nnc1,c1nc(NC(O)=C2C(=O)c3c(cccc3)S(=O)(=O)N2C)ccc1,1
O(c1ccc(C(=O)N)cc1)C,c1(=O)nc2n(CC(C(O)C(CO)O)O)c3cc(C)c(C)cc3nc-2c(=O)[nH]1,0
c1c(Br)ccc(Cl)c1,c1(O)cc(O)ccc1,0
C(N)(c1ccccc1)=O,O=C(c1cc(OC)ccc1)N,0
c1cc(NC(C)=O)ccc1O,C(C(O)=O)C(O)C(=O)O,0
Nc1c(F)c[nH]c(=O)n1,C(CC(O)=O)C(O)=O,1
C(c1cc(O)cc(O)c1)(O)=O,c1nccnc1C(=O)N,1
c1(C(c2ccccc2)=O)ncccc1,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+]([O-])=O)c1,1
c1(N)ncc(Br)cc1,OC(C(=O)O)=O,1
