SMILES1,SMILES2,cocrystallization
c1(C(O)=O)ccccc1,O=C1CC2CCC1(C)C2(C)C,0
C(=O)(c1cc(OC)c(O)cc1)O,O=C(N)c1c(OCC)cccc1,1
OC(C1OC(=O)C(O)=C1O)CO,c1([N+]([O-])=O)ccc(C(=O)O)cc1,0
O=Cc1ccc(O)c(OC)c1,[O-][N+](=O)c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,1
c1c(OC)c(OC)c(OC)cc1Cc1c(N)nc(N)nc1,O=C(O)CCCCC(=O)O,1
c1(F)c(O)c(F)c(F)c(Br)c1F,n1ccc(CCc2ccncc2)cc1,1
OC(=O)CCCCCCCCC(=O)O,C(CCCCCCCCCC(O)=O)C(=O)O,0
c1c(O)nccc1,[N+](=O)([O-])c1cc([N+]([O-])=O)c(O)c([N+]([O-])=O)c1,1
c1(C(O)=O)cc(Cl)ccc1O,CN(c1ccncc1)C,1
CC1(C)SC2N(C(=O)C2NC(=O)C(c2ccccc2)N)C1C(=O)O,CC(Nc1ccc(O)cc1)=O,0
O=C(O)CCC(O)=O,c1(Cl)c(S(N)(=O)=O)cc(C(O)=O)c(NCc2ccco2)c1,0
c1(C(N)=O)cnccn1,c1cc(O)c(O)c(C(O)=O)c1,1
O=S(O)(=O)CCS(O)(=O)=O,c1(CC(O)=O)c(C)n(C(=O)c2ccc(Cl)cc2)c2c1cc(OC)cc2,0
c12cccc3cccc(c13)CC2,c1cccc2ccc3ccccc3c12,0
Oc1cc(O)c(C(O)=O)cc1,O=c1[nH]c(=O)n(C)c2ncn(C)c21,1
O=C(CC(C(O)=O)=CC(=O)O)O,c1(C(=O)O)ccc(OC)cc1,0
c1(-c2ccncc2)ccncc1,c1c(C#N)cccn1,0
c12ccccc1Cc1c-2cccc1,[N+](=O)([O-])c1ccc([N+]([O-])=O)cc1,0
C1SC(CO)OC1n1cc(F)c(=N)[nH]c1=O,N1C(=O)c2c(cccc2)S1(=O)=O,1
c1cccc2c1S(=O)(=O)NC2=O,N1(C(N)=O)c2c(cccc2)CCc2ccccc21,1
C(C)(c1c(=O)n(-c2ccccc2)n(C)c1C)C,C(=O)(C(CC)C(O)=O)O,0
O=C(c1c(F)cc(F)c(F)c1)O,n1(C)c(=O)n(C)c(=O)c2[nH]cnc12,1
N(C(C)=O)c1ccc(O)cc1,c1[nH]ccn1,0
c1ccc2cc(C)c(C)cc2c1,c1cccc2ccccc12,0
C(C=CC(O)=O)(O)=O,OC(CCN)=O,1
OC(=O)CCCCCCC,C(c1ccc(F)cc1)(=O)O,0
C(=O)(C=C(C(=O)O)CC(O)=O)O,c1cccc(C(=O)O)c1F,0
C(C=C(C(O)=O)CC(=O)O)(O)=O,O(c1cc(C(O)=O)ccc1)C,0
OC(C(=O)O)=O,c1ccccc1C(=O)O,0
c1c(C(=O)O)cccc1,Cc1ccc(C(O)=O)cc1,0
c1ccc2c(cc3ccccc3c2)c1,c12c3c(ccc1)cccc3CC2,0
c1nccc(CCc2ccncc2)c1,C1(C#CC2(C(F)(F)F)c3c(ccc(Cl)c3)NC(=O)O2)CC1,1
C(O)(C(O)=O)C(O)C(O)=O,c12c(cc(C(C)C(O)=O)cc1)ccc(OC)c2,0
C(C(=O)O)CC(C(=O)O)N,c1(C(N)=O)cccc(C)c1,0
[O-][N+](c1c(O)c([N+]([O-])=O)cc([N+](=O)[O-])c1)=O,O(C)C1C(C)(C)CC(C)=[N+]1O,1
Oc1ccc(O)cc1,c1(C(=O)O)ccc(O)cc1,0
c1(N)nc(=O)[nH]cc1,OC(=O)c1c(O)cc(N)cc1,1
c1cc(-c2ccncc2)ccn1,c1cc2c(cc(C(O)=O)[nH]2)cc1,1
c12cc(O)ccc1cc(O)cc2,c1cc(N)ccc1N,1
O=C(O)c1cc(N)cc(N)c1,c1c([N+]([O-])=O)cc([N+]([O-])=O)cc1C(O)=O,1
c1cc(C(O)=O)ccc1,C(O)(=O)C(Cc1ccccc1)N,1
c1(C)ccc(S(O)(=O)=O)cc1,O1CC2c3c(c(OC)cc(Br)c31)C(CN)CC2,1
c1ccc2nc3c(cccc3)cc2c1,c1c(C(O)=O)c(O)ccc1,1
c1ccncc1C(O)=O,c1c(OC)c(C(=O)O)ccc1,0
O=[N+]([O-])c1ccc(C(N)=O)cc1,OC(C(CCC(=O)O)N)=O,0
c12ccccc1CCN1C2CN(C(=O)C2CCCCC2)CC1=O,O=C(CCCCCCC(=O)O)O,0
c1(C)cnccc1,Oc1cc(C(O)=O)c(O)cc1,1
OC(=O)CC(=CC(=O)O)C(=O)O,c1(C(=O)O)ccc(C)cc1,0
c1ccccc1-c1c(F)cc(C(C(O)=O)C)cc1,c1(C(N)C(=O)NC2C3SC(C)(C)C(C(O)=O)N3C2=O)ccccc1,0
C(C(C(O)=O)N)CC(O)=O,c1c(OC)cccc1C(O)=O,0
C1(=O)CCC(=O)N1,O=C(O)c1cccc(O)c1,0
c12c(n(C)cn1)c(=O)[nH]c(=O)n2C,CC(C)Cc1ccc(C(C)C(O)=O)cc1,0
C1CN2CCN1CC2,[O-][N+](c1c(O)c([N+]([O-])=O)cc([N+]([O-])=O)c1)=O,1
O=C(O)C(O)=O,N1C(=O)N(N=Cc2cccnc2)CC(C)=N1,1
c1c([N+](=O)[O-])ccc(C(N)=O)c1,OC(=O)CCCCC(O)=O,1
C(C=CC(O)=O)(O)=O,c1cnc2c(cccc2)c1C=NO,1
C(C(=O)O)SCC(=O)O,c1c(N)c(N)ccc1,1
C(=O)(C(C)C(C)C(=O)O)O,O=C(CCCCCC(=O)O)O,0
n1ccc(C(N)=O)cc1,OC(C1CC1)=O,1
c1c([N+]([O-])=O)ccc(O)c1,c1cc(C(c2ccccc2)c2ccccc2)ccc1,0
c1n(C2C3CN(c4c(F)cc(CN5S(=O)(=O)C(c6ccccc6)CCC5C)c(F)c4)CC32)cnn1,c1(C)ccc(S(=O)(=O)O)cc1,1
c1cccc(C=CC(O)=O)c1,C(c1ccccc1)(=O)O,0
O=C(O)C(F)F,O=C(c1cnccc1)N,1
c1(C(NN=C(C)C)=O)ccncc1,C(c1ccccc1)=CC(=O)O,1
O=C(O)c1cc(F)cc(F)c1,c12c([nH]cn1)c(=O)n(C)c(=O)n2C,1
c1nccc(C(=O)N)c1,Fc1c(C(=O)O)ccc(F)c1,1
O=c1c2c(n(C)c(=O)n1C)nc[nH]2,NC(=O)C,1
OC(CCCC(CC(O)=O)C)=O,c1cc(C(O)=O)ccc1,0
c1c(-c2ccncc2)cccc1,OC(c1ccc(O)cc1)=O,1
C(CN(CCC)S(=O)(c1ccc(C(=O)O)cc1)=O)C,c1c(-c2ccncc2)ccnc1,1
C(F)(F)(F)c1cc(-c2ccc(C)cc2)n(-c2ccc(S(=O)(=O)N)cc2)n1,C(C(O)=O)CCCC(=O)O,0
c1c(-c2ccc(O)cc2)ccc(O)c1,O=C1C=CC(=O)C=C1,1
c1(C(=O)O)cc(O)ccc1,N1(O)C=CC(=c2nnc(=C3C=CN(O)C=C3)o2)C=C1,1
c1(-c2ccncc2)ccncc1,Fc1cn(CC(NCC(O)=O)=O)c(=O)[nH]c1=O,1
c1(C)c(C)cc(C)c(C)c1,c1cc2c(cc1)c1c(cc2)cccc1,0
O=C(c1cnccc1)O,c1([N+](=O)[O-])ccc(C(=O)O)cc1,0
c1cccc(C(=O)N)c1O,O=C(N)N,0
OC(=O)c1c([N+]([O-])=O)cccc1,c1cccc(I)c1C(O)=O,0
Oc1cc(C(=O)O)ccc1,C1(=O)CCC(=O)N1,0
C(=O)(c1cc(C(=O)N(C)C)cc(C(N(C)C)=O)c1)N(C)C,Oc1ccc(O)cc1,1
O=C(C1CCCN1)O,O=S(=O)(c1nnc(NC(=O)C)s1)N,1
c1ccccc1C(N)=O,C(=O)(N)c1ccc(F)cc1,0
O=c1n(C)c(=O)n(C)c2ncn(C)c12,c12n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(O)=O)c1cc(OC)cc2,1
CCN(CCO)CCO,c1(Nc2ccccc2CC(=O)O)c(Cl)cccc1Cl,1
C(CCC)CCCC(O)=O,c1(O)cc(C(O)=O)ccc1,0
n1cccc(C(=O)O)c1,c1cc(C(O)=O)ccc1C,0
O=C(CCC(C(=O)O)N)O,c1c(C(=O)N)ccc(C)c1,0
c1ncccc1C#N,C(CCCCCCC)CCCCCCCCO,0
C1C(n2c3c(F)c(N4CC(C)NC(C)C4)c(F)c(N)c3c(=O)c(C(O)=O)c2)C1,c1cccc(C(O)=O)c1N,1
c1ccc2c3c(cccc13)-c1c-2cccc1,c1c2cccc3ccc4c(c(c1)ccc4)c32,0
O=C(c1cccc(C(C(=O)O)C)c1)c1ccccc1,c1c(C(O)=O)cc(O)c(O)c1O,0
c1ccc([N+](=O)[O-])cc1C(=O)O,c1c(O)ccc(O)c1,0
NC(=O)CCC(N)=O,c1nccc(-c2ccncc2)c1,0
C1[N+]2(CC1O)CCOCC2,c1([N+](=O)[O-])cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,1
c1cnccc1N,c1c(O)c(C(=O)O)cc(C)c1,1
c1ccc2ccc3c(c2c1)ccc1ccccc31,c1cccc2cc3c(cccc3)cc12,0
c1cccc(O)c1,c12ccc(C3N(C(C)=O)N=C(c4ccc(OC)cc4)C3)c3c1c1c(cc3)cccc1cc2,1
C(C(O)=O)N(C)C(=N)N,O=C(C(=O)O)O,1
CN(C)CCO,OC(c1ccc([N+]([O-])=O)cc1)=O,1
O1C(C(O)CO)C(=O)C(O)=C1O,c1(C(=O)O)c(=O)c2c(n(CC)c1)nc(C)cc2,0
c1(Cl)cc(Cl)c(O)c(C(O)=O)c1,c1c(-c2ccncc2)ccnc1,1
c1cc2ccccc2cc1,Fc1c(F)c(I)c(F)c(F)c1I,1
c1ccc2c(c1)-c1cccc3cccc-2c31,c12ccc3c4ccccc4ccc3c1cccc2,0
c1cc(C=Cc2ccncc2)ccn1,c1c(C(=O)O)ccc(O)c1,1
c1cc(C(=O)N)c(OCC)cc1,c1(O)cc(C(O)=O)ccc1,0
c1(O)ccc(C2CC(=O)c3c(cc(O)cc3O)O2)cc1,c1(C(=O)N)c(N)cccc1,1
Nc1c(C(O)=O)cccc1,O=C(O)CCCCCCC,0
O=S(N)(=O)c1c(Cl)cc(NCc2occc2)c(C(=O)O)c1,c1cnccc1-c1ccncc1,1
C(=O)(c1ncn2c1nnn(C)c2=O)N,NC(c1cccnc1)=O,1
C(N)(c1ccccc1N)=O,C(O)(CCC(N)C(=O)O)=O,0
C(c1ccccc1C)(O)=O,c1cc(OC)c(N2CCNCC2)cc1,1
c1cccc2cc(O)c(C(=O)O)cc12,C1Cc2cc(O)ccc2C2CCC3(C)C(CCC3O)C12,0
c1c(C(O)=O)cccc1,c1c([N+]([O-])=O)cc([N+](=O)[O-])cc1C(O)=O,0
C(C(=C(c1ccc(O)cc1)CC)c1ccc(O)cc1)C,c1cccnc1C(N)=O,1
O=C(O)CC(=O)O,c1c2c(cc3c1OCO3)CCN1C2Cc2ccc(OC)c(OC)c2C1,1
OC(CCSCCC(O)=O)=O,c1c(F)ccc(C(=O)O)c1,0
c1ccc(N)nc1,c1c(C(O)=O)c(F)ccc1,1
c1ccc(C(=O)NCC(O)=O)cc1,N1(CC(=O)N)C(=O)CCC1,0
O=C(c1ccc(O)cc1)N,c1cc(C(O)=O)cc([N+](=O)[O-])c1,1
CC(Cc1ccc(C(C(O)=O)C)cc1)C,C(=CC(=O)O)C(=O)N,0
c1([N+](=O)[O-])c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,O=[N+](c1c(C)c([N+]([O-])=O)c(C)c([N+](=O)[O-])c1)[O-],0
OC(CCCCCCCCC)=O,C(CCCCCCCCC)CC(=O)O,0
c1cccc(C(N)=O)c1,O=S(=O)(c1cc(C(=O)O)c(NCc2ccco2)cc1Cl)N,0
c1nccc(C=Cc2ccncc2)c1,c1ccnc(NS(c2ccc(N)cc2)(=O)=O)n1,1
c1cc(N=Nc2ccncc2)ccn1,c1(O)cccc(O)c1,1
n1n[nH]c2c1cccc2,c1(C(O)=O)cc([N+]([O-])=O)cc([N+]([O-])=O)c1,1
c1(-c2ccccc2)ccncc1,c1(C#N)ccc(O)cc1,1
c1(N)nc(=O)n(C2OC(CO)SC2)cc1,c1cccc2c1C(=O)NS2(=O)=O,1
COc1ccc(C(=O)O)cc1,C(=CC(O)=O)(C(=O)O)CC(O)=O,0
c1(C)nc(N)nc(C)c1,c1c2c(ccc1)cc(O)c(C(=O)O)c2,1
n1(C)c(=O)n(C)c(=O)c2[nH]cnc12,c1(O)ccc(NC(C)=O)cc1,1
C1C([N+](C)(C)C)OC(C)C1O,[N+](c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1)([O-])=O,1
c1(C(N)=O)ccncc1,c1(-c2cc(=O)c3c(o2)cc(O)cc3O)ccc(O)c(O)c1,1
n1c2c(c(C)cc1)NC(=O)c1c(nccc1)N2C1CC1,OC(CCCC(=O)O)=O,1
c1c(OC(C)(C(=O)O)C)ccc(CCNC(=O)c2ccc(Cl)cc2)c1,c1c(CCc2ccncc2)ccnc1,1
c12nc3c(=O)[nH]c(=O)nc-3n(CC(C(O)C(O)CO)O)c1cc(C)c(C)c2,[O-][N+](=O)c1cccc(C(=O)N)c1,0
c1c(C(=O)O)c(O)ccc1,O=C(c1cc(OC)ccc1)O,0
OC(=O)CC(O)=O,s1c(N=C(N)N)nc(CSCCC(N)=NS(=O)(=O)N)c1,1
c1c(O)ccc2ccc(O)cc12,c1[nH]ncn1,1
Nc1c(N)cccc1,c1c(C(=O)O)ccc([N+]([O-])=O)c1,1
C(=O)(c1cnccc1)O,c1c(Cl)ccc(-c2c(CC)nc(N)nc2N)c1,1
c1cc2ccccc2cc1,C(C)(c1c(O)cc(C)cc1)C,0
c1(Sc2c(O)ccc(Cl)c2)cc(Cl)ccc1O,c1nccc(-c2ccncc2)c1,1
C(N)(=O)c1cnccc1,O=S(N)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,1
Oc1ccc(NC(C)=O)cc1,c1cc2c(cc1)CC(=O)OC2,0
c1ccc2ccccc2c1,c1cc(Cl)c(Cl)cc1,0
c1(Cl)ccc(C(=O)n2c(C)c(CC(=O)O)c3cc(OC)ccc23)cc1,C(N)(=O)C,0
c1cc(O)c(C(O)=O)c(O)c1,C1CC(=O)N(CC(N)=O)C1,0
Clc1c(S(=O)(N)=O)cc(C(=O)O)c(NCc2ccco2)c1,C1(C(CO)O)C(=O)C(O)=C(O)O1,0
c1nc(C(=O)N)ccc1,O=S(c1ccc(C(=O)O)cc1)(=O)N,1
c1ccc2c(O)cccc2c1,c1cc(C#N)ccc1O,0
c1(O)c(C(=O)O)c(O)ccc1,C(C1=NC2(C(=O)N1Cc1ccc(-c3ccccc3-c3[nH]nnn3)cc1)CCCC2)CCC,1
c1ncc[nH]1,C(CC(Br)C(=O)O)(O)=O,1
C1CC2CCN1CC2,[N+](c1cc([N+](=O)[O-])cc(C(=O)O)c1)(=O)[O-],1
CCC(C(O)=O)N,C(C(C)C)(N)C(=O)O,1
c1(O)c(CO)c(CO)cnc1C,c1c(F)ccc(C(=O)N)c1,0
N(c1ccccn1)c1ccc(Nc2ccccn2)cc1,C(=O)(CCCCCCCCC(=O)O)O,1
Fc1c(C(O)=O)cc(F)c(F)c1F,c1n(C)c2c(=O)n(C)c(=O)n(C)c2n1,1
Oc1ccc([N+]([O-])=O)cc1,C1(=O)C2(C)CCC(C1)C2(C)C,0
C(C(O)C1C(O)=C(O)C(=O)O1)O,O(C)c1cccc(C(=O)N)c1,0
c1cnc(N)nc1,C(C)(Cc1ccc(C(C)C(O)=O)cc1)C,1
O=C(C(O)=O)O,O=C(c1cccc([N+](=O)[O-])c1)N,0
c1(NC(O)=C2N(C)S(=O)(=O)c3ccccc3C2=O)ccccn1,O=C(O)c1ccc(F)cc1,1
O=C(O)c1cc(O)c(O)c(O)c1,NC(CN1CC(O)CC1=O)=O,1
c1c(C(=O)N)c(O)ccc1,C(CO)(O)C1C(O)=C(O)C(=O)O1,0
O=C(c1ccccc1C(=O)O)O,c1c(N(C)C)ccnc1,1
OC(=O)c1c(OC)cccc1,c1cc(C(N)=O)ccc1,0
CN(C)CCNc1c(NCCN(C)C)c(=O)c1=O,c1cc(O)cc(O)c1,1
c1cccc2cc3c(cccc3)cc12,[O-][N+](c1c([N+](=O)[O-])cc(C)cc1)=O,0
C(C(=O)N)C(N)=O,CC(c1ccc(CC(C)C)cc1)C(=O)O,0
c1(C(O)=O)cc([N+](=O)[O-])c(Cl)cc1,O=C(c1ccncc1)c1ccccc1,1
O=C1NC(=O)CCC1,c1(C(=O)O)cccc(O)c1,0
O=C(NN)c1ccncc1,O(c1c(O)c(OC)cc(C(=O)O)c1)C,1
C(O)c1cnc(C)c(O)c1CO,O=C(c1ccc(C)cc1)O,0
C(c1ccncc1)CCc1ccncc1,C1C2CC3CC1(C(O)=O)CC(C(O)=O)(C2)C3,1
c1c(C)cc(N)nc1,c1(OC)ccc(C(O)=O)cc1,1
n1c(N)sc2c1C(C)(C)CCC2(C)C,c1cc(C(O)=O)ccc1Br,1
C(O)(c1cc(C(O)=O)cc(C(O)=O)c1)=O,c1c(O)cc(O)cc1O,1
OC(C=CC(O)=O)=O,C(C(N)C(O)=O)CC,1
c1c(O)ccc(C(O)=O)c1,n1(C)c2c(=O)n(C)c(=O)n(C)c2nc1,1
[N+](c1ccc(C(N)=O)cc1)(=O)[O-],C(O)(C(CC(O)=O)=CC(=O)O)=O,0
OC(CCCCCCCC(=O)O)=O,C1N2CN3CN(CN1C3)C2,1
O=C(CCCC(CC(=O)O)C)O,C(CCCCCC(=O)O)CC(=O)O,0
Oc1ccccc1C(O)=O,Nc1ccncc1,1
c1(C)ccc(S(=O)(=O)O)cc1,c1(N)ccc(Cl)cn1,1
c1(C(O)=O)c(O)cccc1,c1(C)cnc(N)cc1,1
C(O)(=O)C=Cc1ccccc1,O=C(N)c1ccncc1,1
C1CCC2C3(CCCN13)CCCC2,c1c([N+]([O-])=O)c(O)c([N+]([O-])=O)cc1[N+]([O-])=O,1
n1cc(C(=O)O)ccc1,OCc1c(O)c(C)ncc1CO,0
C(C(O)=O)CCCCCC,c1(O)c(C(O)=O)cccc1,0
c1c(N)ccc(C(=O)N)c1,NC(=O)c1ccccc1,0
c12c(O)cc(O)cc1oc(-c1cc(O)c(O)cc1)c(O)c2=O,NC(c1ccncc1)=O,1
c1c2ccccc2c2c(cccc2)c1,O=[N+]([O-])c1cc([N+]([O-])=O)ccc1,0
C(O)C(CO)(N)CO,O=C(O)c1c(N)cc([N+]([O-])=O)cc1,1
CC(C(O)=O)c1cc(F)c(-c2ccccc2)cc1,C(Cc1cc(C(=S)N)ccn1)C,0
c1c(O)ccc(O)c1,c1(-c2ncccc2)nc(-c2ccccn2)[nH]n1,1
c1c(O)c(C(O)=O)ccc1,c1cc(C(N)=O)ncc1,1
c1(=O)n(C)c2c(n(C)cn2)c(=O)n1C,OC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,1
c1ccc2c(c1)cccc2,c1cc(=C(C#N)C#N)ccc1=C(C#N)C#N,1
c1cc(O)ccc1Cc1ccc(O)cc1,c1(C=Cc2ccncc2)ccncc1,1
C(C(=O)O)CSCCC(O)=O,O=C(c1ccc(OC)cc1)O,0
O=C1CCC(=O)N1,c1(C(=O)O)cc(O)c(O)c(O)c1,1
NC(=O)c1ccncc1,c1ccc(C(O)=O)cc1,1
c1c(C=NO)ccnc1,[N+]([O-])(c1cc([N+]([O-])=O)ccc1O)=O,1
c12ccc3c(nc(C)cc3)c1nc(C)cc2,[N+]([O-])(=O)c1c(O)c([N+]([O-])=O)cc([N+](=O)[O-])c1,1
c1(O)c(O)cc(C(O)=O)cc1O,n1ccc(C=C2C(=O)C(=Cc3ccncc3)CN(C)C2)cc1,1
c1cccc(-c2ccccc2)c1,c1cc2cc[nH]c2cc1,0
CCC(C(C(O)=O)N)C,C(CC(C)C)(N)C(O)=O,1
C(O)(C(CC(O)=O)O)=O,c1sc2c(c1)C(=C1CCN(C)CC1)c1c(cccc1)CC2,1
c1c(-c2c(CC)nc(N)nc2N)ccc(Cl)c1,C(=O)(c1cnccc1)O,1
CC(C(O)=O)C(C)C(=O)O,C(CCC(O)=O)CCCC(O)=O,0
c1cc2c3ccccc3[nH]c2cc1,c1c2c(cc3ccccc3c2)ccc1,0
c1c(C=CC(=O)O)cc(OC)c(O)c1OC,c1(OCC)ccccc1C(N)=O,1
C(Cc1ccncc1)c1ccncc1,c1c(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)N)cc2)ccc(C)c1,1
Clc1ccc(C(=O)O)cc1,c1cc(O)ccc1C(O)=O,0
[N+]([O-])(=O)c1cc(N)ccc1,O=C(c1ccccc1)C(=O)c1ccccc1,0
c1(=O)cccc[nH]1,OC(C(O)=O)=O,1
Nc1ccc(C(O)=O)cc1,O=C(c1cc(OC)cc(OC)c1)O,0
C(O)(=O)CC(O)C(=O)O,c12c3c(ccc1CCC2CCN)OCC3,1
C(CCCCC(=O)O)CC,[O-][N+](c1c(C(O)=O)cccc1)=O,0
O=C(c1ccccc1)O,c1c(O)cc(C(=O)O)cc1,0
C(c1ccc(N)cc1O)(O)=O,c1cnccn1,1
Cc1c(O)c(CO)c(CO)cn1,c1(C(N)=O)cccc(C)c1,0
c1(OC)ccc(C(=O)O)cc1,O=C(C(O)CC(=O)O)O,0
C1(=O)C(N)C2SC(C)(C)C(C(O)=O)N12,c1cc(C=CC(=O)O)cc(O)c1O,0
Cc1nc(C)ccc1,c1(C(=O)O)ccccc1C(O)=O,1
c1ccc(OC)c(C(N)=O)c1,OC1=C(O)C(C(CO)O)OC1=O,0
c1cc(-c2ccc(O)cc2)ccc1,c1cc(-c2ccc([N+](=O)[O-])cc2)ccc1[N+](=O)[O-],1
O=C(O)c1ccccc1,[N+](=O)(c1ccccc1O)[O-],0
[O-][N+](OCCNC(c1cccnc1)=O)=O,C(=O)(C=CC(=O)O)O,1
c1c(N)ccc(C(O)=O)c1,O=C(O)c1cc(N)cc(N)c1,0
NC(c1ccc(Br)cc1)=O,O=C(CCCCCC(O)=O)O,1
C(=O)(c1cc(C(O)=O)ccc1)O,C(c1ccncc1)CCc1ccncc1,1
O=C(c1c(O)cccc1)O,c1c(F)cc(C(N)=O)cc1,0
C1(=O)NC(=O)c2c1cccc2,c12c(ccc(O)c1)C1C(CC2)C2C(C)(CC1)C(O)CC2,0
NC(c1ccccn1)=O,C(O)(=O)C=CC(O)=O,1
Oc1cccc(O)c1C,Nc1ccncc1,1
C(=Cc1ccncc1)c1ccncc1,c1(-c2c(F)c(F)c(I)c(F)c2F)c(F)c(F)c(I)c(F)c1F,1
c1cc(OC)c(C(O)=O)cc1,c1cccc(C(=N)N)c1,1
NC(=O)c1nccnc1,C(CCCC(O)=O)CCCCC=C,0
O=P(O)(c1ccccc1)c1ccccc1,c1c(N)c(N)ccc1,1
n1ccc(CCc2ccncc2)cc1,FC(C(C(F)(F)I)(F)F)(F)C(F)(F)C(C(F)(C(F)(C(I)(F)F)F)F)(F)F,1
c1cccc(O)c1C(=O)O,c1(F)c(C(=O)O)cccc1,0
C1(=O)c2c(c(O)cc(C)c2)C(=O)c2c1cc(O)cc2O,c1c(-c2ccncc2)ccnc1,1
C1CN(C(c2ccccc2)c2ccccc2)C(c2ccccc2)C1c1ccccc1,c1c([N+]([O-])=O)c(O)c([N+](=O)[O-])cc1[N+](=O)[O-],1
Fc1ccc(C(O)=O)cc1,c1(CO)cnc(C)c(O)c1CO,0
c1cc2c(cc1)Sc1ccccc1N2,C(#N)c1cc(C#N)c(C#N)cc1C#N,1
CC(C)C(N)C(O)=O,S1C(C)(C)C(C(=O)O)N2C(=O)C(N)C12,0
O=S(c1nnc(NC(C)=O)s1)(=O)N,OC(=O)c1ccccc1O,0
Fc1c(F)c(F)c(I)c(F)c1I,C(#N)c1ccncc1,1
c1c(O)ccc([N+](=O)[O-])c1,CN(C)c1ccc(C=Cc2ccncc2)cc1,1
OC(=O)c1c(O)cccc1,O=C(c1ccc(O)cc1)O,0
c1ccc2c(c1)S(=O)(=O)N(C)C(C(Nc1ncccc1)=O)=C2O,c1cccc(F)c1C(O)=O,1
Nc1cc[nH]c(=O)n1,O=C(C)Nc1nnc(S(=O)(=O)N)s1,0
n1c(C)cccc1NC(c1cc2ccc(C(Nc3cccc(C)n3)=O)cc2cc1)=O,OC(CCCCCCCCC(O)=O)=O,1
O=[N+]([O-])c1ccccc1O,c12c([nH]c3ccccc13)cccc2,0
c1nc(NC(C2=C(O)c3ccccc3S(=O)(=O)N2C)=O)sc1C,C(CCCC(O)=O)C(=O)O,1
c1c(C(=O)O)ccc(O)c1O,C(N1CCC(O)(c2ccc(Cl)cc2)CC1)CCC(c1ccc(F)cc1)=O,1
c1c2c(ccc1)nc1ccccc1c2,O=C(O)c1cc(OC)c(O)cc1,1
C(O)(=O)c1cc(O)cc(O)c1,c12ncn(C)c1c(=O)[nH]c(=O)n2C,1
[nH]1cncc1,c1(C(O)=O)cccc2cccc(C(=O)O)c12,1
c1c(-c2c(F)cc(C(C)C(O)=O)cc2)cccc1,c1c(O)ccc(C(N)C(=O)NC2C3SC(C)(C)C(C(=O)O)N3C2=O)c1,0
c12cccnc1c1c(cc2)CCCN1,OC(=O)C(=O)O,1
c1cc(Cc2ccccc2)ccc1,c1c([N+]([O-])=O)cc([N+](=O)[O-])c(O)c1[N+]([O-])=O,0
C(CCC(=O)O)(=O)C(=O)O,NCCCC(C(=O)O)N,1
OC(=O)CC(O)C(O)=O,O(CC)c1ccc(N)cc1,1
c1c(C#N)c(C#N)cc(C#N)c1C#N,c1cc2cc3ccccc3cc2cc1,1
n1c2n(CC(O)C(C(CO)O)O)c3cc(C)c(C)cc3nc-2c(=O)[nH]c1=O,c1c(C(N)=O)ccc(O)c1,0
NC(=O)c1cccnc1,c1cc2c(=O)c(O)c(-c3cc(O)c(O)cc3)oc2cc1O,1
C(CCCCCCCCCC)C(=O)O,C(CCCCC)CCCC(=O)O,0
N1(C(=O)N)c2ccccc2C=Cc2ccccc21,P(C(O)(C)P(O)(O)=O)(O)(=O)O,0
c1ccc(C(=O)O)cc1,c1(C)c(C)n(C(C)C)c[n+]1C(C)C,1
C(N)Cc1ccc(O)cc1,OC(=O)c1ccc(F)cc1,1
O=C(O)CCC(=O)O,c1cc(C(=O)c2cc(C(C(O)=O)C)ccc2)ccc1,0
C(N)(=O)N,c1c(C)n(C)n(-c2ccccc2)c1=O,0
O=C(c1cccnc1)N,[N+]([O-])(c1ccccc1N)=O,0
c1(C)ccncc1,c1([N+](=O)[O-])c(O)ccc([N+](=O)[O-])c1,1
S1(=O)(=O)NC(=O)c2c1cccc2,O=S(=O)(N=C(CCSCc1nc(N=C(N)N)sc1)N)N,0
C(CCCCCCCCC(=O)O)(O)=O,C1N(S(c2cc(-c3nc(=O)c4c(c(CCC)nn4C)[nH]3)c(OCC)cc2)(=O)=O)CCN(C)C1,1
n1c(NS(=O)(=O)c2ccc(N)cc2)nc(C)cc1C,n1cccc(C(N)=O)c1,1
c1c(F)c(C(O)=O)ccc1,O1C(C(CO)O)C(O)=C(O)C1=O,0
c1cccc2ccc(C(=O)O)c(O)c12,C(N1CC2c3c(cccc3)CCN2C(=O)C1)(C1CCCCC1)=O,0
C(CC#N)C#N,C1Cc2cccc3c2c1ccc3,0
n1c(C(=O)N)c2n(c(=O)n(C)nn2)c1,C(c1cnccn1)(N)=O,1
